Date,Receipt Number,Line Type,Customer Code,Customer Name,Note,Quantity,Subtotal,Sales Tax,Discount,Loyalty,Total,Paid,Details,Register,User,Status,Sku,AccountCodeSale,AccountCodePurchase,State,Attributes
2026-04-22 12:42:29,286,Sale Line,,,,1.00000,26.99000,2.49658,0.00000,0.00000,29.48658,,Paper Crane White Pattern Crop Top / Size M,,,,10006459,,,,
2026-04-22 12:42:29,286,Sale Line,,,,1.00000,12.99000,1.20158,0.00000,0.00000,14.19158,,blue and white long sleeve croptop/medium,,,,10006187,,,,
2026-04-22 12:42:29,286,Sale Line,,,,1.00000,18.99000,1.75658,0.00000,0.00000,20.74658,,Zara/YllwFloralCutoutDress/SizeM,,,,10007400,,,,
2026-04-22 12:42:20,286,Payment,,,,,,,,,,64.42000,Lightspeed Payments,,,,,,,,
2026-04-19 18:49:25,285,Sale,WALKIN,,,1,24.99,2.31,0.00000,0.00000,27.3,,1 X Kensie/WhitelaceDress/Size10,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 18:49:25,285,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Kensie/WhitelaceDress/Size10,,,,10006930,,,,
2026-04-19 18:49:20,285,Payment,,,,,,,,,,27.30000,Lightspeed Payments,,,,,,,,
2026-04-19 18:37:08,284,Sale,WALKIN,,,2,49.98,4.62,0.00000,0.00000,54.6,,1 X MissDorby/BlkWhiPadJacket/Size14 + 1 X TheSak Blk Deena Flap Bag,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 18:37:08,284,Sale Line,,,,1.00000,23.99000,2.21908,0.00000,0.00000,26.20908,,MissDorby/BlkWhiPadJacket/Size14,,,,10007762,,,,
2026-04-19 18:37:08,284,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,TheSak Blk Deena Flap Bag,,,,10003720,,,,
2026-04-19 18:37:02,284,Payment,,,,,,,,,,54.60000,Lightspeed Payments,,,,,,,,
2026-04-19 18:05:50,283,Sale,WALKIN,,,1,25.99,2.40,0.00000,0.00000,28.39,,1 X ButterflyNecklace,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 18:05:50,283,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,ButterflyNecklace,,,,10006150,,,,
2026-04-19 18:05:44,283,Payment,,,,,,,,,,28.39000,Lightspeed Payments,,,,,,,,
2026-04-19 18:02:53,282,Sale,WALKIN,,,3,53.97,4.99,0.00000,0.00000,58.96,,1 X Talbots White Button Up Top / Size 6 + 1 X Posty Co Black Tour Tshirt / Size 2XL + 1 X Free People Black Tank Emb / Size M,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 18:02:53,282,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Talbots White Button Up Top / Size 6,,,,10007711,,,,
2026-04-19 18:02:53,282,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Posty Co Black Tour Tshirt / Size 2XL,,,,10007916,,,,
2026-04-19 18:02:53,282,Sale Line,,,,1.00000,18.99000,1.75658,0.00000,0.00000,20.74658,,Free People Black Tank Emb / Size M,,,,10006563,,,,
2026-04-19 18:02:41,282,Payment,,,,,,,,,,58.96000,Lightspeed Payments,,,,,,,,
2026-04-19 15:54:55,281,Sale,WALKIN,,,1,85.99,7.95,0.00000,0.00000,93.94,,1 X Desigual Green Denim Sequin Jacket / Size 46,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 15:54:55,281,Sale Line,,,,1.00000,85.99000,7.95408,0.00000,0.00000,93.94408,,Desigual Green Denim Sequin Jacket / Size 46,,,,10006553,,,,
2026-04-19 15:54:47,281,Payment,,,,,,,,,,93.94000,Lightspeed Payments,,,,,,,,
2026-04-19 15:49:03,280,Sale,WALKIN,,,1,22.99,2.13,0.00000,0.00000,25.12,,1 X Wild Fable Jean Colorful Skirt / Size 4,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 15:49:03,280,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,Wild Fable Jean Colorful Skirt / Size 4,,,,10007908,,,,
2026-04-19 15:48:54,280,Payment,,,,,,,,,,25.12000,Lightspeed Payments,,,,,,,,
2026-04-19 15:46:16,279,Sale,WALKIN,,,1,34.99,3.24,0.00000,0.00000,38.23,,1 X J Crew Pink Orange Floral SL Long Dress / Size XS,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 15:46:16,279,Sale Line,,,,1.00000,34.99000,3.23658,0.00000,0.00000,38.22658,,J Crew Pink Orange Floral SL Long Dress / Size XS,,,,10007777,,,,
2026-04-19 15:46:11,279,Payment,,,,,,,,,,38.23000,Lightspeed Payments,,,,,,,,
2026-04-19 14:55:22,278,Sale,WALKIN,,,1,14.99,1.39,0.00000,0.00000,16.38,,1 X lucky brand/tank/blue/s,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 14:55:22,278,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,lucky brand/tank/blue/s,,,,10003610,,,,
2026-04-19 14:55:16,278,Payment,,,,,,,,,,16.38000,Lightspeed Payments,,,,,,,,
2026-04-19 14:49:24,277,Sale,WALKIN,,,1,14.99,1.39,0.00000,0.00000,16.38,,1 X Next Brown Belt,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 14:49:24,277,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Next Brown Belt,,,,10006382,,,,
2026-04-19 14:49:13,277,Payment,,,,,,,,,,16.38000,Lightspeed Payments,,,,,,,,
2026-04-19 14:31:40,276,Sale,WALKIN,,,1,29.99,2.77,0.00000,0.00000,32.76,,1 X Madewell Brown Loafer Size 7 1/2,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 14:31:40,276,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,Madewell Brown Loafer Size 7 1/2,,,,10003355,,,,
2026-04-19 14:31:32,276,Payment,,,,,,,,,,32.76000,Lightspeed Payments,,,,,,,,
2026-04-19 14:25:17,275,Sale,WALKIN,,,1,24.99,2.31,0.00000,0.00000,27.3,,1 X Bailey44/Sheer Blouse/Blk/Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 14:25:17,275,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Bailey44/Sheer Blouse/Blk/Size S,,,,10005029,,,,
2026-04-19 14:25:10,275,Payment,,,,,,,,,,27.30000,Lightspeed Payments,,,,,,,,
2026-04-19 14:06:55,274,Sale,WALKIN,,,1,19.99,1.85,0.00000,0.00000,21.84,,1 X Light Wash Jean Vest / Size XL,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 14:06:55,274,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Light Wash Jean Vest / Size XL,,,,10006689,,,,
2026-04-19 14:06:48,274,Payment,,,,,,,,,,21.84000,Lightspeed Payments,,,,,,,,
2026-04-19 13:55:51,273,Sale,WALKIN,,,2,42.98,3.98,0.00000,0.00000,46.96,,1 X Hawaiian Punch Tee Shirt + 1 X Hem & Thread Cheetah Tank / Size L,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 13:55:51,273,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Hawaiian Punch Tee Shirt,,,,10003562,,,,
2026-04-19 13:55:51,273,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,Hem & Thread Cheetah Tank / Size L,,,,10007918,,,,
2026-04-19 13:55:44,273,Payment,,,,,,,,,,46.96000,Lightspeed Payments,,,,,,,,
2026-04-19 13:51:34,272,Sale,WALKIN,,,2,48.98,4.53,0.00000,0.00000,53.51,,1 X U.a./ Fringe Top/Size S + 1 X BCBG Tan Crochet SL Peplum Top / Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 13:51:34,272,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,U.a./ Fringe Top/Size S,,,,10003703,,,,
2026-04-19 13:51:34,272,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,BCBG Tan Crochet SL Peplum Top / Size S,,,,10005503,,,,
2026-04-19 13:51:27,272,Payment,,,,,,,,,,53.51000,Lightspeed Payments,,,,,,,,
2026-04-19 13:45:39,271,Sale,WALKIN,,,1,14.99,1.39,0.00000,0.00000,16.38,,1 X Merit/BrownBag,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 13:45:39,271,Sale Line,,,,1.00000,14.99000,1.38658,0.00000,0.00000,16.37658,,Merit/BrownBag,,,,10007765,,,,
2026-04-19 13:45:26,271,Payment,,,,,,,,,,16.38000,Lightspeed Payments,,,,,,,,
2026-04-19 13:23:03,270,Sale,WALKIN,,,1,23.99,2.22,0.00000,0.00000,26.21,,1 X Banana Republic Black SL Dress / Size 6,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 13:23:03,270,Sale Line,,,,1.00000,23.99000,2.21908,0.00000,0.00000,26.20908,,Banana Republic Black SL Dress / Size 6,,,,10007215,,,,
2026-04-19 13:22:55,270,Payment,,,,,,,,,,26.21000,Lightspeed Payments,,,,,,,,
2026-04-19 11:38:43,269,Sale,WALKIN,,,1,32.99,3.05,0.00000,0.00000,36.04,,1 X Maeve/PinkPatternDress/SizeXL,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-19 11:38:43,269,Sale Line,,,,1.00000,32.99000,3.05158,0.00000,0.00000,36.04158,,Maeve/PinkPatternDress/SizeXL,,,,10005410,,,,
2026-04-19 11:38:32,269,Payment,,,,,,,,,,36.04000,Lightspeed Payments,,,,,,,,
2026-04-18 19:47:48,268,Sale,WALKIN,,,2,39.98,3.70,0.00000,0.00000,43.68,,1 X JackWills/JeanShort/Size6 + 1 X Ann Taylor Red Purse,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 19:47:48,268,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,JackWills/JeanShort/Size6,,,,10006868,,,,
2026-04-18 19:47:48,268,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Ann Taylor Red Purse,,,,10007453,,,,
2026-04-18 19:47:44,268,Payment,,,,,,,,,,45.00000,Cash,,,,,,,,
2026-04-18 19:47:48,268,Payment,,,,,,,,,,-1.32000,Cash,,,,,,,,
2026-04-18 19:41:54,267,Sale,WALKIN,,,3,81.97,7.58,0.00000,0.00000,89.55,,1 X Zara/ Wrap Dress/ Pnk/ Size L + 1 X Free People Tunic White / Size L + 1 X HerENSG/OrangeButtonRomper/SizeL,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 19:41:54,267,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Zara/ Wrap Dress/ Pnk/ Size L,,,,10005441,,,,
2026-04-18 19:41:54,267,Sale Line,,,,1.00000,26.99000,2.49658,0.00000,0.00000,29.48658,,Free People Tunic White / Size L,,,,10006768,,,,
2026-04-18 19:41:54,267,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,HerENSG/OrangeButtonRomper/SizeL,,,,10007701,,,,
2026-04-18 19:41:13,267,Payment,,,,,,,,,,89.55000,Lightspeed Payments,,,,,,,,
2026-04-18 19:23:12,266,Sale,WALKIN,,,2,38.99,3.61,0.00000,0.00000,42.6,,1 X BDG Jean Skirt / Size S + 1 X Rebellion Again Floral Top / Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 19:23:12,266,Sale Line,,,,1.00000,16.00000,1.48000,0.00000,0.00000,17.48000,,BDG Jean Skirt / Size S,,,,10006675,,,,
2026-04-18 19:23:12,266,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,Rebellion Again Floral Top / Size S,,,,10006280,,,,
2026-04-18 19:23:06,266,Payment,,,,,,,,,,42.60000,Lightspeed Payments,,,,,,,,
2026-04-18 19:09:29,265,Sale,WALKIN,,,4,157.96,14.61,0.00000,0.00000,172.57,,1 X ZacXRachel/GreenLaceTop/Size2X + 1 X NWT Diane Gilman Bluejeans Size 16 + 1 X Exclusive/MulticolLongSlve/SizeL + 1 X desigual black sweater jean jacket/46,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 19:09:29,265,Sale Line,,,,1.00000,18.99000,1.75658,0.00000,0.00000,20.74658,,ZacXRachel/GreenLaceTop/Size2X,,,,10005288,,,,
2026-04-18 19:09:29,265,Sale Line,,,,1.00000,27.99000,2.58908,0.00000,0.00000,30.57908,,NWT Diane Gilman Bluejeans Size 16,,,,10003449,,,,
2026-04-18 19:09:29,265,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Exclusive/MulticolLongSlve/SizeL,,,,10005776,,,,
2026-04-18 19:09:29,265,Sale Line,,,,1.00000,85.99000,7.95408,0.00000,0.00000,93.94408,,desigual black sweater jean jacket/46,,,,10006440,,,,
2026-04-18 19:09:24,265,Payment,,,,,,,,,,172.57000,Lightspeed Payments,,,,,,,,
2026-04-18 18:15:32,264,Sale,WALKIN,,,2,75.98,7.03,0.00000,0.00000,83.01,,1 X VINTAGE Beige Slip Dress Embr / Size S + 1 X Victoria's S Black Corset Top / Size M,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 18:15:32,264,Sale Line,,,,1.00000,39.99000,3.69908,0.00000,0.00000,43.68908,,VINTAGE Beige Slip Dress Embr / Size S,,,,10004535,,,,
2026-04-18 18:15:32,264,Sale Line,,,,1.00000,35.99000,3.32908,0.00000,0.00000,39.31908,,Victoria's S Black Corset Top / Size M,,,,10006757,,,,
2026-04-18 18:15:17,264,Payment,,,,,,,,,,83.01000,Lightspeed Payments,,,,,,,,
2026-04-18 18:07:46,263,Sale,WALKIN,,,1,225.00,20.81,0.00000,0.00000,245.81,,1 X Coach Black Leather Purse,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 18:07:46,263,Sale Line,,,,1.00000,225.00000,20.81250,0.00000,0.00000,245.81250,,Coach Black Leather Purse,,,,10005607,,,,
2026-04-18 18:07:39,263,Payment,,,,,,,,,,245.81000,Lightspeed Payments,,,,,,,,
2026-04-18 17:33:31,262,Sale,WALKIN,,,1,27.99,2.59,0.00000,0.00000,30.58,,1 X XXZ Black Red Dot SL Dress / Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 17:33:31,262,Sale Line,,,,1.00000,27.99000,2.58908,0.00000,0.00000,30.57908,,XXZ Black Red Dot SL Dress / Size S,,,,10007772,,,,
2026-04-18 17:33:21,262,Payment,,,,,,,,,,30.58000,Lightspeed Payments,,,,,,,,
2026-04-18 17:26:28,261,Sale,WALKIN,,,11,252.41,23.35,0.00000,0.00000,275.76,,1 X Love Riche + 1 X PamelaStewart/BlkstrapTop/SizeL + 1 X Vintage1978AvonShimmeringSands + 1 X Pink Snakeskin Belt + 1 X Rose Pink Half Circle Earrings + 1 X David&Young/BeadedBeachHat + 1 X Leather Strap Medallion Necklace + 1 X Gold/White Necklace + 1 X Urban Outfitters Multi Color SL Dress / Size M + 1 X Silver bracelet/ silbver + 1 X Bluebracelet/blue,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,28.99000,2.68158,0.00000,0.00000,31.67158,,Love Riche,,,,10007161,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,PamelaStewart/BlkstrapTop/SizeL,,,,10006359,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,31.99000,2.95908,0.00000,0.00000,34.94908,,Vintage1978AvonShimmeringSands,,,,10006153,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,9.99000,0.92408,0.00000,0.00000,10.91408,,Pink Snakeskin Belt,,,,10003709,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,8.50000,0.78625,0.00000,0.00000,9.28625,,Rose Pink Half Circle Earrings,,,,10005587,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,David&Young/BeadedBeachHat,,,,10007414,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,21.99000,2.03408,0.00000,0.00000,24.02408,,Leather Strap Medallion Necklace,,,,10007844,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,Gold/White Necklace,,,,10004219,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,Urban Outfitters Multi Color SL Dress / Size M,,,,10005514,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,55.00000,5.08750,0.00000,0.00000,60.08750,,Silver bracelet/ silbver,,,,10007891,,,,
2026-04-18 17:26:28,261,Sale Line,,,,1.00000,15.99000,1.47908,0.00000,0.00000,17.46908,,Bluebracelet/blue,,,,10007892,,,,
2026-04-18 17:26:22,261,Payment,,,,,,,,,,275.76000,Lightspeed Payments,,,,,,,,
2026-04-18 16:24:57,260,Sale,WALKIN,,,1,12.00,1.11,0.00000,0.00000,13.11,,1 X Cisos Design Brown Sleeveless 8,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 16:24:57,260,Sale Line,,,,1.00000,12.00000,1.11000,0.00000,0.00000,13.11000,,Cisos Design Brown Sleeveless 8,,,,10007548,,,,
2026-04-18 16:24:46,260,Payment,,,,,,,,,,13.11000,Lightspeed Payments,,,,,,,,
2026-04-18 16:19:08,259,Sale,WALKIN,,,3,101.96,9.43,0.00000,0.00000,111.39,,1 X Kenneth Cole Brown Boots Size 8 + 1 X unknown/belt/bwn sprk + 1 X Pink Orange Skirt White Flowers Skirt / Size 8 + 1 X Nine West Green Flats/ Size 8 + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 16:19:08,259,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Kenneth Cole Brown Boots Size 8,,,,10007827,,,,
2026-04-18 16:19:08,259,Sale Line,,,,1.00000,32.99000,3.05158,0.00000,0.00000,36.04158,,unknown/belt/bwn sprk,,,,10004686,,,,
2026-04-18 16:19:08,259,Sale Line,,,,1.00000,28.99000,2.68158,0.00000,0.00000,31.67158,,Pink Orange Skirt White Flowers Skirt / Size 8,,,,10004962,,,,
2026-04-18 16:19:08,259,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Nine West Green Flats/ Size 8,,,,10007043,,,,
2026-04-18 16:19:08,259,Sale Line,,,,-1.00000,-5.00000,-0.46250,0.00000,0.00000,-5.46250,,Discount,,,,vend-discount,,,,
2026-04-18 16:19:01,259,Payment,,,,,,,,,,111.39000,Lightspeed Payments,,,,,,,,
2026-04-18 15:45:13,258,Sale,WALKIN,,,1,29.99,2.77,0.00000,0.00000,32.76,,1 X Fossil Yellow Leather Belt/Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 15:45:13,258,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,Fossil Yellow Leather Belt/Size S,,,,10004067,,,,
2026-04-18 15:44:54,258,Payment,,,,,,,,,,32.76000,Lightspeed Payments,,,,,,,,
2026-04-18 15:39:36,257,Sale,WALKIN,,,3,81.97,7.58,0.00000,0.00000,89.55,,1 X Zara Sleeveless Bodysuit/ Blk & Blue Size M + 1 X JBD/skrt/denim/M + 1 X Mink Pink Multicolor SL Dress / Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 15:39:36,257,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Zara Sleeveless Bodysuit/ Blk & Blue Size M,,,,10007028,,,,
2026-04-18 15:39:36,257,Sale Line,,,,1.00000,16.99000,1.57158,0.00000,0.00000,18.56158,,JBD/skrt/denim/M,,,,10004876,,,,
2026-04-18 15:39:36,257,Sale Line,,,,1.00000,39.99000,3.69908,0.00000,0.00000,43.68908,,Mink Pink Multicolor SL Dress / Size S,,,,10006691,,,,
2026-04-18 15:39:29,257,Payment,,,,,,,,,,89.55000,Lightspeed Payments,,,,,,,,
2026-04-18 15:29:58,256,Sale,WALKIN,,,1,26.99,2.50,0.00000,0.00000,29.49,,1 X ThadiaSoli/DenimFlowerSkirt/Size13/14,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 15:29:58,256,Sale Line,,,,1.00000,26.99000,2.49658,0.00000,0.00000,29.48658,,ThadiaSoli/DenimFlowerSkirt/Size13/14,,,,10006908,,,,
2026-04-18 15:29:51,256,Payment,,,,,,,,,,29.49000,Lightspeed Payments,,,,,,,,
2026-04-18 14:51:09,255,Sale,WALKIN,,,2,58.98,5.46,0.00000,0.00000,64.44,,1 X billa bong/bls/pnk/sp + 1 X SeeYouMon/PnkAsymTubeTop/SizeL,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 14:51:09,255,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,billa bong/bls/pnk/sp,,,,10005476,,,,
2026-04-18 14:51:09,255,Sale Line,,,,1.00000,32.99000,3.05158,0.00000,0.00000,36.04158,,SeeYouMon/PnkAsymTubeTop/SizeL,,,,10006364,,,,
2026-04-18 14:51:02,255,Payment,,,,,,,,,,64.44000,Lightspeed Payments,,,,,,,,
2026-04-18 14:05:49,254,Sale,WALKIN,,,1,29.99,2.77,0.00000,0.00000,32.76,,1 X Bar III Floral Skirt/ Size XXL,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 14:05:49,254,Sale Line,,,,1.00000,29.99000,2.77408,0.00000,0.00000,32.76408,,Bar III Floral Skirt/ Size XXL,,,,10007031,,,,
2026-04-18 14:05:43,254,Payment,,,,,,,,,,32.76000,Lightspeed Payments,,,,,,,,
2026-04-18 13:35:37,253,Sale,WALKIN,,,3,59.97,5.55,0.00000,0.00000,65.52,,1 X Chinese Laundry Brown Mules Size 9 + 1 X Altard State Dress Brown Size L + 1 X The Rolling StonesTee Shirt_Ch,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 13:35:37,253,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,Chinese Laundry Brown Mules Size 9,,,,10007082,,,,
2026-04-18 13:35:37,253,Sale Line,,,,1.00000,24.99000,2.31158,0.00000,0.00000,27.30158,,Altard State Dress Brown Size L,,,,10007190,,,,
2026-04-18 13:35:37,253,Sale Line,,,,1.00000,11.99000,1.10908,0.00000,0.00000,13.09908,,The Rolling StonesTee Shirt_Ch / Black / L / 15.47,,,,10002883,,,,
2026-04-18 13:35:29,253,Payment,,,,,,,,,,65.52000,Lightspeed Payments,,,,,,,,
2026-04-18 13:07:03,252,Sale,WALKIN,,,2,120.98,11.19,0.00000,0.00000,132.17,,1 X VINTAGE Blue Pattern LS Dress / Size 12 + 1 X SterlingSilverTigersEyeRing,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 13:07:03,252,Sale Line,,,,1.00000,34.99000,3.23658,0.00000,0.00000,38.22658,,VINTAGE Blue Pattern LS Dress / Size 12,,,,10005966,,,,
2026-04-18 13:07:03,252,Sale Line,,,,1.00000,85.99000,7.95408,0.00000,0.00000,93.94408,,SterlingSilverTigersEyeRing,,,,10007382,,,,
2026-04-18 13:06:53,252,Payment,,,,,,,,,,132.17000,Lightspeed Payments,,,,,,,,
2026-04-18 12:48:49,251,Sale,WALKIN,,,3,55.97,5.18,0.00000,0.00000,61.15,,1 X UJA/ Collar Shirt/ Grey/ Size M + 1 X Loft Green Front Pocket Skirt + 1 X Signals Mulit-Color Pants Size L,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 12:48:49,251,Sale Line,,,,1.00000,22.99000,2.12658,0.00000,0.00000,25.11658,,UJA/ Collar Shirt/ Grey/ Size M,,,,10005149,,,,
2026-04-18 12:48:49,251,Sale Line,,,,1.00000,19.99000,1.84908,0.00000,0.00000,21.83908,,Loft Green Front Pocket Skirt / Green / 6 / abc,,,,10003294,,,,
2026-04-18 12:48:49,251,Sale Line,,,,1.00000,12.99000,1.20158,0.00000,0.00000,14.19158,,Signals Mulit-Color Pants Size L,,,,10007442,,,,
2026-04-18 12:48:41,251,Payment,,,,,,,,,,61.15000,Lightspeed Payments,,,,,,,,
2026-04-18 12:27:12,250,Sale,WALKIN,,,1,25.99,2.40,0.00000,0.00000,28.39,,1 X Loveriche Brown Skirt/ Size S,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 12:27:12,250,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,Loveriche Brown Skirt/ Size S,,,,10004353,,,,
2026-04-18 12:26:53,250,Payment,,,,,,,,,,28.39000,Lightspeed Payments,,,,,,,,
2026-04-18 12:20:42,249,Sale,WALKIN,,,1,55.98,5.18,0.00000,0.00000,61.16,,1 X TH Los Angeles Brown & Beige Dress / Size S + 1 X Stella Dot White Cabochon Pendant Necklace + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 12:20:42,249,Sale Line,,,,1.00000,32.99000,3.05158,0.00000,0.00000,36.04158,,TH Los Angeles Brown & Beige Dress / Size S,,,,10006659,,,,
2026-04-18 12:20:42,249,Sale Line,,,,1.00000,25.99000,2.40408,0.00000,0.00000,28.39408,,Stella Dot White Cabochon Pendant Necklace,,,,10007102,,,,
2026-04-18 12:20:42,249,Sale Line,,,,-1.00000,-3.00000,-0.27750,0.00000,0.00000,-3.27750,,Discount,,,,vend-discount,,,,
2026-04-18 12:20:38,249,Payment,,,,,,,,,,61.16000,Lightspeed Payments,,,,,,,,
2026-04-18 12:19:53,248,Sale,WALKIN,,,0,24.99,2.31,0.00000,0.00000,27.3,,1 X Monteau White Lace Shorts Size L + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 12:19:53,248,Sale Line,,,,1.00000,27.99000,2.58908,0.00000,0.00000,30.57908,,Monteau White Lace Shorts Size L,,,,10007613,,,,
2026-04-18 12:19:53,248,Sale Line,,,,-1.00000,-3.00000,-0.27750,0.00000,0.00000,-3.27750,,Discount,,,,vend-discount,,,,
2026-04-18 12:19:08,248,Payment,,,,,,,,,,27.30000,Lightspeed Payments,,,,,,,,
2026-04-18 12:03:37,247,Sale,WALKIN,,,1,89.98,8.32,0.00000,0.00000,98.3,,1 X Michael Kors Brown Little Bag w Tassel + 1 X Turquoise Color Silver Ring + -1 X Discount,POS 2,tomderobe@gmail.com,CLOSED,,,,closed,
2026-04-18 12:03:37,247,Sale Line,,,,1.00000,85.99000,7.95408,0.00000,0.00000,93.94408,,Michael Kors Brown Little Bag w Tassel,,,,10005941,,,,
2026-04-18 12:03:37,247,Sale Line,,,,1.00000,8.99000,0.83158,0.00000,0.00000,9.82158,,Turquoise Color Silver Ring,,,,10007407,,,,
2026-04-18 12:03:37,247,Sale Line,,,,-1.00000,-5.00000,-0.46250,0.00000,0.00000,-5.46250,,Discount,,,,vend-discount,,,,
2026-04-18 12:03:31,247,Payment,,,,,,,,,,98.30000,Lightspeed Payments,,,,,,,,
